id,price
303,8.919
304,6.375
305,6.816
306,7.444
307,9.565
308,9.219
309,9.013
310,8.475
311,6.547
312,6.509
313,8.419
314,9.015
315,8.319
316,6.194
317,9.67
318,6.434
319,6.727
320,8.345
321,8.59
322,6.523
323,9.115
324,8.382
325,6.756
326,6.924
327,9.353
328,6.861
329,6.316
330,6.257
331,8.59
332,8.27
333,6.902
334,6.652
335,6.385
336,8.136
337,8.59
338,7.275
339,9.045
340,7.898
341,6.795
342,8.919
343,8.245
344,6.958
345,7.355
346,7.666
347,6.434
348,8.189
349,6.899
350,7.958
351,8.324
352,8.576
353,9.238
354,9.45
355,7.898
356,8.213
357,9.656
358,7.61
359,8.382
360,9.732
361,7.522
362,8.475
363,7.805
364,8.379
365,7.183
366,9.726
367,6.09
368,9.715
369,6.547
370,9.136
371,7.057
372,6.547
373,7.128
374,8.755
375,8.548
376,7.444
377,8.919
378,8.548
379,8.919
380,6.445
381,6.544
382,6.24
383,8.724
384,9.643
385,8.999
386,6.798
387,6.841
388,6.331
389,8.01
390,8.504
391,6.666
392,9.715
393,6.595
394,6.756
395,7.958
396,8.919
397,6.239
398,8.377
399,9.094
400,6.756
401,9.762
402,8.752
403,9.715
404,7.149
405,8.1
406,8.246
407,8.434
408,8.724
409,8.419
410,9.094
411,6.933
412,7.919
413,8.576
414,8.548
415,6.793
416,6.902
417,6.809
418,6.998
419,7.455
420,8.383
421,8.919
422,6.805
423,7.537
424,8.3
425,6.048
426,7.558
427,8.548
428,8.6
429,8.724
430,7.467
431,7.714
432,8.865
433,8.09
434,6.636
435,6.436
436,6.514
437,9.154
438,6.316
439,7.714
440,7.524
441,6.514
442,9.387
443,6.55
444,8.475
445,7.95
446,7.495
447,7.03
448,8.724
449,6.584
450,6.957
451,9.287
452,8.31
453,6.688
454,6.999
455,7.589
456,6.809
457,6.102
458,8.548
459,8.424
460,8.364
461,8.831
462,6.899
463,8.093
464,8.752
465,7.023
466,8.357
467,9.021
468,8.475
469,7.558
470,8.417
471,8.415
472,8.183
473,9.232
474,6.947
475,8.579
476,8.698
477,8.475
478,6.656
479,6.423
480,6.652
481,8.095
482,8.22
483,6.833
484,7.251
485,8.629
486,7.602
487,7.898
488,9.303
489,7.444
490,6.311
491,7.913
492,7.466
493,6.756
494,8.354
495,8.677
496,7.024
497,8.65
498,9.563
499,8.724
500,7.936
501,9.67
502,8.19
503,7.468
504,6.992
505,8.647
506,6.312
507,9.095
508,8.576
509,8.118
510,7.211
511,9.516
512,8.959
513,6.668
514,8.828
515,7.747
516,8.565
517,6.572
518,8.919
519,7.658
520,6.692
521,8.093
522,7.593
523,8.351
524,8.548
525,7.868
526,7.885
527,8.548
528,6.247
529,6.786
530,6.735
531,7.653
532,8.912
533,7.444
534,7.589
535,9.524
536,9.238
537,8.427
538,8.959
539,9.635
540,8.093
541,6.532
542,9.311
543,8.415
544,8.324
545,6.086
546,7.444
547,6.174
548,6.87
549,8.546
550,6.406
551,8.62
552,7.706
553,6.027
554,6.385
555,6.809
556,7.82
557,9.519
558,7.696
559,7.552
560,7.95
561,6.82
562,8.891
563,8.901
564,6.385
565,6.756
566,8.199
567,6.945
568,8.576
569,8.093
570,6.686
571,8.898
572,6.323
573,9.045
574,8.246
575,6.756
576,8.631
577,7.455
578,8.724
579,9.357
580,8.296
581,7.784
582,8.136
583,8.229
584,6.174
585,6.231
586,6.694
587,8.71
588,6.472
589,7.538
590,8.3
591,9.563
592,9.004
593,8.569
594,6.694
595,7.948
596,6.492
597,8.045
598,7.468
599,6.573
600,9.186
601,6.142
602,6.492
603,7.211
604,6.544
605,8.508
606,6.813
607,9.108
608,9.474
609,7.925
610,6.798
611,8.135
612,7.455
613,7.441
614,9.715
615,8.391
616,7.863
617,8.548
618,6.233
619,6.643
620,8.315
621,6.975
622,6.436
623,7.38
624,8.093
625,8.901
626,6.813
627,6.318
628,7.03
629,8.38
630,8.828
631,7.863
632,9.678
633,6.82
634,7.863
635,8.576
636,9.501
637,8.181
638,7.855
639,6.744
640,7.468
641,6.257
642,6.756
643,6.755
644,6.635
645,6.086
646,8.581
647,8.592
648,8.592
649,7.726
650,7.919
651,6.705
652,6.978
653,9.327
654,6.635
655,6.756
656,8.724
657,8.088
658,7.852
659,8.647
660,6.492
661,6.786
662,8.901
663,7.509
664,6.705
665,9.235
666,7.747
667,8.548
668,8.576
669,8.3
670,8.548
671,8.724
672,6.665
673,6.568
674,6.803
675,8.647
676,7.675
677,9.565
678,7.558
679,7.329
680,7.538
681,6.547
682,7.637
683,6.705
684,6.471
685,8.647
686,6.821
687,8.724
688,7.554
689,9.416
690,7.35
691,8.859
692,6.577
693,8.828
694,8.351
695,8.901
696,6.797
697,7.508
698,8.724
699,7.211
700,8.828
701,8.797
702,9.686
703,6.815
704,7.895
705,9.357
706,7.925
707,8.221
708,8.394
709,8.203
710,8.946
711,8.724
712,6.665
713,9.516
714,8.382
715,6.666
716,8.432
717,7.21
718,7.774
719,8.68
720,8.724
721,6.454
722,7.128
723,8.44
724,6.735
725,6.547
726,7.355
727,8.714
728,6.727
729,8.911
730,7.149
731,8.579
732,8.315
733,6.45
734,6.688
735,6.454
736,6.823
737,7.329
738,8.327
739,8.135
740,8.326
741,6.45
742,7.936
743,8.448
744,9.501
745,6.547
746,9.362
747,8.398
748,8.724
749,8.419
750,6.63
751,8.458
752,8.338
753,8.432
754,6.895
755,6.777
756,6.547
757,8.382
758,9.516
759,6.902
760,7.653
761,6.665
762,6.418
763,9.604
764,6.797
765,8.547
766,8.398
767,9.516
768,6.436
769,9.519
770,9.115
771,6.636
772,7.61
773,6.547
774,6.338
775,7.538
776,8.085
777,8.698
778,8.645
779,8.41
780,8.959
781,6.354
782,8.905
783,8.865
784,9.586
785,8.156
786,6.688
787,6.686
788,8.752
789,6.58
790,8.325
791,6.547
792,9.045
793,7.509
794,6.231
795,8.427
796,9.08
797,6.547
798,6.547
799,7.656
800,6.393
801,7.149
802,9.058
803,7.726
804,8.504
805,8.305
806,8.647
807,6.4
808,6.63
809,6.702
810,7.75
811,8.324
812,9.004
813,6.936
814,8.901
815,8.641
816,6.705
817,9.565
818,8.135
819,6.385
820,6.296
821,8.178
822,6.105
823,7.14
824,7.863
825,6.865
826,8.828
827,7.898
828,9.004
829,8.513
830,6.097
831,9.058
832,6.688
833,7.68
834,7.855
835,7.994
836,6.562
837,6.652
838,6.756
839,8.6
840,9.007
841,7.714
842,9.263
843,7.936
844,8.824
845,8.724
846,7.799
847,9.103
848,9.678
849,8.885
850,8.724
851,7.444
852,8.325
853,6.172
854,6.4
855,6.194
856,8.417
857,7.706
858,6.562
859,6.547
860,7.785
861,6.518
862,7.161
863,6.521
864,6.497
865,7.936
866,6.102
867,8.246
868,8.011
869,8.919
870,9.058
871,9.524
872,8.522
873,6.048
874,8.901
875,8.181
876,9.163
877,8.714
878,6.756
879,7.251
880,6.092
881,9.049
882,6.678
883,9.235
884,9.27
885,8.698
886,6.466
887,6.656
888,7.146
889,6.665
890,6.338
891,7.842
892,8.415
893,9.744
894,8.183
895,6.45
896,6.311
897,8.78
898,9.362
899,8.576
900,6.992
901,7.762
902,6.82
903,7.863
904,7.842
905,6.247
906,6.691
907,6.438
908,7.842
909,6.049
910,8.246
911,8.548
912,8.548
913,9.191
914,9.108
915,9.303
916,8.49
917,7.338
918,8.3
919,8.382
920,7.709
921,7.307
922,6.635
923,6.967
924,6.097
925,6.298
926,9.186
927,7.795
928,8.548
929,8.351
930,9.571
931,8.011
932,6.996
933,8.919
934,6.478
935,9.604
936,8.382
937,6.934
938,8.149
939,6.53
940,7.722
941,6.719
942,8.419
943,7.658
944,9.686
945,7.863
946,6.45
947,6.793
948,6.085
949,9.563
950,6.323
951,8.181
952,7.785
953,6.992
954,6.952
955,7.441
956,6.434
957,7.161
958,8.548
959,7.444
960,6.756
961,8.419
962,8.723
963,8.935
964,7.842
965,8.415
966,8.49
967,7.994
968,8.724
969,6.514
970,7.789
971,6.393
972,8.419
973,8.579
974,9.113
975,8.046
976,9.565
977,6.562
978,6.809
979,9.067
980,7.863
981,6.896
982,8.231
983,7.251
984,9.344
985,6.63
986,7.803
987,6.406
988,8.901
989,6.971
990,9.624
991,7.662
992,8.475
993,9.501
994,8.096
995,7.967
996,6.085
997,6.529
998,8.136
999,6.543
1000,6.861
1001,6.177
1002,8.905
1003,6.665
1004,8.189
1005,7.784
1006,7.937
1007,8.307
1008,6.584
1009,7.586
1010,6.434
1011,7.586
1012,8.417
1013,7.925
1014,7.919
1015,6.24
1016,6.756
1017,8.901
1018,9.368
1019,6.992
1020,7.455
1021,8.911
1022,7.355
1023,7.455
1024,7.936
1025,9.726
1026,6.652
1027,9.004
1028,6.393
1029,8.398
1030,6.797
1031,7.925
1032,6.153
1033,9.668
1034,6.108
1035,8.229
1036,9.202
1037,7.161
1038,7.819
1039,8.579
1040,7.023
1041,8.061
1042,7.455
1043,6.311
1044,7.277
1045,8.449
1046,9.528
1047,9.311
1048,9.303
1049,9.377
1050,8.315
1051,7.757
1052,8.032
1053,6.564
1054,9.186
1055,6.55
1056,8.307
1057,7.785
1058,7.898
1059,9.21
1060,8.326
1061,8.798
1062,7.441
1063,9.263
1064,8.179
1065,8.576
1066,8.548
1067,8.724
1068,7.538
1069,6.544
1070,7.377
1071,6.354
1072,6.085
1073,8.096
1074,9.368
1075,8.703
1076,8.945
1077,9.108
1078,9.263
1079,6.448
1080,8.724
1081,8.3
1082,8.061
1083,9.202
1084,9.045
1085,8.574
1086,7.146
1087,7.818
1088,7.784
1089,6.585
1090,6.576
1091,8.724
1092,7.836
1093,8.307
1094,8.3
1095,7.444
1096,8.504
1097,8.364
1098,7.662
1099,8.984
1100,6.864
1101,6.882
1102,8.714
1103,8.703
1104,9.271
1105,8.045
1106,6.547
1107,7.554
1108,8.581
1109,7.936
1110,7.895
1111,6.574
1112,7.774
1113,6.93
1114,6.998
1115,9.695
1116,6.623
1117,6.735
1118,7.709
1119,7.586
1120,6.694
1121,8.417
1122,6.803
1123,8.78
1124,8.382
1125,6.992
1126,7.939
1127,8.548
1128,9.701
1129,8.095
1130,6.988
1131,7.443
1132,7.211
1133,7.925
1134,6.475
1135,9.563
1136,6.938
1137,8.576
1138,8.41
1139,7.925
1140,6.257
1141,9.103
1142,7.441
1143,7.158
1144,8.011
1145,6.393
1146,6.443
1147,9.306
1148,8.663
1149,8.406
1150,9.637
1151,6.407
1152,7.617
1153,7.522
1154,8.458
1155,6.793
1156,7.338
1157,6.191
1158,7.617
1159,6.357
1160,8.919
1161,7.709
1162,6.164
1163,7.714
1164,8.603
1165,7.158
1166,7.355
1167,8.427
1168,9.222
1169,9.021
1170,7.625
1171,7.967
1172,7.663
1173,8.367
1174,7.338
1175,7.538
1176,6.787
1177,6.343
1178,6.09
1179,8.363
1180,6.554
1181,8.919
1182,6.519
1183,7.059
1184,6.312
1185,8.803
1186,6.635
1187,6.332
1188,7.91
1189,7.586
1190,8.296
1191,6.823
1192,7.538
1193,8.363
1194,7.091
1195,7.936
1196,8.724
1197,7.21
1198,6.772
1199,7.675
1200,6.615
1201,7.495
1202,8.355
1203,8.724
1204,7.821
1205,7.023
1206,6.756
1207,6.45
1208,6.311
1209,8.33
1210,7.271
1211,6.475
1212,8.645
1213,6.666
1214,6.472
1215,8.377
1216,8.228
1217,8.345
1218,9.387
1219,7.275
1220,8.647
1221,6.215
1222,6.807
1223,8.844
1224,7.589
1225,8.945
1226,6.164
1227,8.49
1228,6.686
1229,7.944
1230,8.851
1231,8.09
1232,6.233
1233,8.277
1234,6.758
1235,7.329
1236,7.444
1237,9.726
1238,7.514
1239,8.755
1240,7.329
1241,6.492
1242,8.647
1243,6.883
1244,8.778
1245,8.378
1246,7.558
1247,6.547
1248,6.666
1249,7.538
1250,7.171
1251,7.374
1252,8.394
1253,7.936
1254,6.756
1255,7.505
1256,7.118
1257,8.49
1258,9.263
1259,9.102
1260,8.714
1261,9.726
1262,7.265
1263,8.501
1264,8.49
1265,8.724
1266,7.757
1267,9.395
1268,6.797
1269,6.999
1270,6.755
1271,7.444
1272,7.586
1273,7.593
1274,7.018
1275,8.061
1276,9.448
1277,8.919
1278,8.501
1279,6.547
1280,8.228
1281,9.238
1282,9.562
1283,6.505
1284,9.377
1285,9.516
1286,7.089
1287,6.514
1288,7.4
1289,7.836
1290,6.848
1291,9.306
1292,6.547
1293,6.841
1294,9.366
1295,9.563
1296,8.919
1297,9.139
1298,8.011
1299,7.501
1300,8.724
1301,6.108
1302,8.501
1303,7.401
1304,7.937
1305,9.259
1306,6.821
1307,8.919
1308,6.337
1309,8.724
1310,7.014
1311,6.547
1312,6.434
1313,6.807
1314,6.572
1315,6.544
1316,8.458
1317,6.514
1318,7.617
1319,6.375
1320,8.234
1321,9.695
1322,8.803
1323,6.213
1324,8.885
1325,7.698
1326,6.385
1327,9.303
1328,8.181
1329,6.257
1330,6.437
1331,8.234
1332,7.784
1333,8.919
1334,8.255
1335,7.75
1336,6.444
1337,6.756
1338,6.971
1339,8.703
1340,8.189
1341,7.578
1342,9.501
1343,7.728
1344,6.756
1345,7.538
1346,9.49
1347,9.445
1348,6.87
1349,6.786
1350,9.311
1351,6.53
1352,6.174
1353,9.371
1354,6.813
1355,8.378
1356,7.113
1357,7.586
1358,7.252
1359,7.183
1360,7.554
1361,6.999
1362,6.715
1363,9.067
1364,7.822
1365,8.475
1366,8.828
1367,7.307
1368,8.724
1369,7.307
1370,6.022
1371,7.185
1372,7.084
1373,9.643
1374,8.579
1375,8.172
1376,7.208
1377,8.369
1378,7.505
1379,7.821
1380,9.377
1381,6.809
1382,6.907
1383,8.183
1384,7.925
1385,9.762
1386,8.406
1387,8.724
1388,6.848
1389,7.307
1390,6.36
1391,6.835
1392,6.907
1393,7.578
1394,6.744
1395,9.21
1396,8.228
1397,6.547
1398,9.45
1399,6.999
1400,8.89
1401,7.455
1402,8.49
1403,7.444
1404,6.645
1405,6.568
1406,7.729
1407,7.82
1408,8.546
1409,7.728
1410,6.579
1411,8.49
1412,9.094
1413,6.298
1414,8.311
1415,9.362
1416,8.415
1417,7.444
1418,8.49
1419,6.394
1420,7.444
1421,8.298
1422,7.936
1423,7.748
1424,8.582
1425,7.452
1426,6.848
1427,8.095
1428,7.771
1429,7.564
1430,6.666
1431,7.054
1432,7.714
1433,9.387
1434,7.246
1435,8.905
1436,8.754
1437,8.3
1438,6.834
1439,9.55
1440,8.475
1441,8.576
1442,8.625
1443,8.576
1444,6.247
1445,8.724
1446,6.357
1447,6.595
1448,7.57
1449,7.092
1450,6.924
1451,8.714
1452,8.919
1453,7.598
1454,7.771
1455,6.207
1456,8.625
1457,8.417
1458,8.844
1459,7.024
1460,7.444
1461,7.554
1462,9.191
1463,7.564
1464,6.225
1465,7.444
1466,7.128
1467,7.729
1468,7.784
1469,7.538
1470,8.724
1471,7.923
1472,6.681
1473,6.547
1474,7.863
1475,6.813
1476,6.795
1477,6.385
1478,8.576
1479,8.111
1480,7.444
1481,9.726
1482,8.458
1483,6.382
1484,8.727
1485,8.919
1486,6.407
1487,7.784
1488,6.544
1489,6.976
1490,9.501
1491,6.385
1492,8.501
1493,8.576
1494,9.073
1495,6.666
1496,9.65
1497,8.231
1498,7.836
1499,6.816
1500,8.136
1501,8.379
1502,6.926
1503,7.91
1504,6.623
1505,7.307
1506,8.724
1507,9.565
1508,6.656
1509,9.303
1510,6.554
1511,7.822
1512,6.554
1513,8.583
1514,8.504
1515,6.686
1516,8.859
1517,6.962
1518,8.355
1519,7.785
1520,9.095
1521,7.61
1522,6.786
1523,6.787
1524,7.543
1525,8.419
1526,8.391
1527,7.444
1528,8.631
1529,8.508
1530,7.661
1531,6.584
1532,8.724
1533,8.919
1534,8.382
1535,9.186
1536,8.548
1537,9.053
1538,9.338
1539,6.623
1540,7.784
1541,6.681
1542,7.538
1543,7.466
1544,8.949
1545,8.548
1546,7.252
1547,8.097
1548,8.6
1549,9.598
1550,9.695
1551,6.434
1552,6.35
1553,6.547
1554,6.425
1555,7.066
1556,8.492
1557,6.784
1558,7.161
1559,6.719
1560,6.434
1561,8.504
1562,9.013
1563,7.842
1564,8.477
1565,8.828
1566,6.755
1567,7.355
1568,7.466
1569,9.701
1570,7.822
1571,7.967
1572,8.311
1573,9.387
1574,8.828
1575,6.213
1576,6.908
1577,7.455
1578,8.885
1579,7.593
1580,7.522
1581,6.547
1582,8.901
1583,8.475
1584,8.345
1585,9.565
1586,6.547
1587,9.115
1588,9.516
1589,7.768
1590,8.246
1591,9.565
1592,6.701
1593,8.415
1594,7.509
1595,9.108
1596,6.844
1597,6.589
1598,8.714
1599,7.882
1600,8.62
1601,7.663
1602,8.583
1603,8.828
1604,7.757
1605,8.629
1606,6.207
1607,7.552
1608,8.724
1609,7.444
1610,8.724
1611,6.454
1612,8.35
1613,7.4
1614,8.107
1615,8.891
1616,6.971
1617,8.345
1618,7.468
1619,9.368
1620,6.418
1621,8.631
1622,6.967
1623,8.755
1624,7.578
1625,7.967
1626,6.834
1627,6.194
1628,6.868
1629,6.809
1630,6.161
1631,6.635
1632,7.902
1633,6.436
1634,8.984
1635,6.573
1636,7.09
1637,6.908
1638,9.624
1639,7.444
1640,8.691
1641,6.971
1642,8.419
1643,8.724
1644,7.307
1645,6.784
1646,8.203
1647,8.828
1648,8.865
1649,6.594
1650,7.831
1651,6.207
1652,9.235
1653,8.198
1654,9.238
1655,8.724
1656,9.512
1657,9.001
1658,8.625
1659,6.635
1660,7.645
1661,6.497
1662,6.672
1663,6.978
1664,6.824
1665,6.612
1666,6.612
1667,8.208
1668,6.35
1669,6.436
1670,7.487
1671,6.547
1672,9.311
1673,6.518
1674,9.377
1675,8.59
1676,9.094
1677,6.471
1678,7.835
1679,6.311
1680,6.756
1681,6.233
1682,6.908
1683,8.19
1684,9.643
1685,7.785
1686,8.819
1687,6.564
1688,8.724
1689,9.762
1690,8.727
1691,6.492
1692,9.254
1693,8.311
1694,6.971
1695,7.636
1696,6.686
1697,6.547
1698,9.188
1699,7.967
1700,7.043
1701,6.454
1702,6.795
1703,6.481
1704,8.09
1705,6.434
1706,9.095
1707,7.757
1708,9.715
1709,7.937
1710,8.064
1711,6.758
1712,6.45
1713,7.714
1714,8.778
1715,9.186
1716,7.467
1717,8.576
1718,7.91
1719,7.666
1720,8.919
1721,7.248
1722,8.475
1723,8.093
1724,7.91
1725,7.882
1726,8.754
1727,6.425
1728,8.828
1729,9.353
1730,6.888
1731,7.128
1732,8.508
1733,7.171
1734,9.501
1735,6.971
1736,8.548
1737,6.532
1738,9.501
1739,6.346
1740,9.501
1741,7.21
1742,8.415
1743,7.057
1744,8.828
1745,8.432
1746,6.813
1747,7.338
1748,8.724
1749,8.172
1750,8.724
1751,8.714
1752,8.364
1753,9.726
1754,6.475
1755,8.901
1756,6.288
1757,8.504
1758,6.971
1759,6.572
1760,9.202
1761,9.105
1762,7.86
1763,8.032
1764,7.836
1765,8.246
1766,9.368
1767,9.439
1768,8.262
1769,6.049
1770,7.785
1771,8.061
1772,7.784
1773,9.139
1774,8.27
1775,8.828
1776,6.138
1777,7.355
1778,9.726
1779,7.617
1780,8.245
1781,8.228
1782,7.944
1783,6.818
1784,9.377
1785,8.061
1786,6.547
1787,6.756
1788,6.956
1789,8.093
1790,8.44
1791,6.24
1792,6.758
1793,8.631
1794,8.307
1795,8.821
1796,9.635
1797,7.842
1798,7.625
1799,6.686
1800,7.522
1801,8.576
1802,8.379
1803,7.939
1804,9.516
1805,8.919
1806,8.508
1807,6.907
1808,6.958
1809,6.665
1810,7.895
1811,7.936
1812,6.957
1813,8.3
1814,7.21
1815,8.013
1816,7.602
1817,7.699
1818,8.172
1819,8.419
1820,6.577
1821,8.475
1822,8.27
1823,6.53
1824,6.153
1825,9.49
1826,7.161
1827,6.756
1828,6.787
1829,6.756
1830,7.771
1831,9.203
1832,8.592
1833,6.177
1834,7.092
1835,8.172
1836,8.714
1837,7.128
1838,6.727
1839,7.38
1840,6.24
1841,7.937
1842,9.004
1843,6.174
1844,9.067
1845,7.842
1846,6.805
1847,8.851
1848,6.694
1849,9.527
1850,8.011
1851,8.799
1852,9.15
1853,6.923
1854,8.415
1855,7.514
1856,7.621
1857,7.855
1858,7.598
1859,6.434
1860,8.315
1861,8.013
1862,6.87
1863,8.534
1864,8.724
1865,6.573
1866,8.046
1867,8.885
1868,6.623
1869,9.045
1870,7.795
1871,8.458
1872,7.429
1873,8.727
1874,6.448
1875,8.548
1876,6.672
1877,6.813
1878,7.441
1879,8.203
1880,7.38
1881,9.458
1882,8.62
1883,6.756
1884,8.729
1885,6.615
1886,8.135
1887,7.161
1888,6.262
1889,8.382
1890,8.273
1891,8.828
1892,6.4
1893,8.919
1894,9.263
1895,6.58
1896,6.464
1897,6.688
1898,7.444
1899,7.538
1900,9.715
1901,8.153
1902,7.714
1903,8.919
1904,6.975
1905,9.753
1906,7.54
1907,9.446
1908,7.589
1909,8.647
1910,6.0
1911,6.407
1912,6.681
1913,9.105
1914,7.509
1915,9.044
1916,6.547
1917,7.948
1918,7.307
1919,6.63
1920,6.574
1921,7.161
1922,7.801
1923,6.547
1924,8.724
1925,6.666
1926,8.647
1927,7.842
1928,6.288
1929,7.925
1930,8.803
1931,8.919
1932,8.851
1933,6.666
1934,7.895
1935,8.419
1936,7.183
1937,8.417
1938,8.298
1939,6.174
1940,9.215
1941,6.933
1942,6.342
1943,9.161
1944,7.441
1945,6.656
1946,6.381
1947,8.919
1948,6.902
1949,8.434
1950,8.245
1951,6.686
1952,8.475
1953,6.668
1954,9.715
1955,6.387
1956,9.4
1957,8.088
1958,6.443
1959,6.666
1960,8.548
1961,6.686
1962,7.121
1963,8.71
1964,6.143
1965,9.501
1966,8.19
1967,7.784
1968,7.309
1969,7.863
1970,7.863
1971,8.919
1972,6.514
1973,9.686
1974,9.49
1975,6.848
1976,8.54
1977,9.154
1978,6.756
1979,9.093
1980,6.65
1981,7.211
1982,7.468
1983,7.047
1984,6.562
1985,6.585
1986,7.819
1987,6.478
1988,8.755
1989,6.547
1990,8.866
1991,9.058
1992,6.848
1993,9.094
1994,6.971
1995,9.377
1996,7.434
1997,9.094
1998,8.3
1999,7.271
2000,6.868
2001,6.464
2002,6.705
2003,9.103
2004,6.176
2005,9.766
2006,9.344
2007,7.757
2008,6.665
2009,6.547
2010,8.121
2011,6.756
2012,6.191
2013,8.809
2014,8.729
2015,8.504
2016,7.902
2017,8.311
2018,7.441
2019,7.066
2020,7.799
2021,8.061
2022,6.343
2023,8.858
2024,8.901
2025,8.59
2026,6.257
2027,6.623
2028,7.208
2029,8.999
2030,6.705
2031,8.33
2032,7.117
2033,9.272
2034,7.538
2035,7.4
2036,9.303
2037,6.547
2038,8.724
2039,8.62
2040,7.355
2041,6.848
2042,6.382
2043,6.453
2044,6.547
2045,7.146
2046,9.075
2047,7.801
2048,6.947
2049,8.546
2050,9.049
2051,9.643
2052,9.695
2053,8.724
2054,7.466
2055,9.565
2056,6.385
2057,9.163
2058,7.81
2059,6.393
2060,6.686
2061,8.919
2062,6.594
2063,9.624
2064,8.826
2065,6.936
2066,7.329
2067,6.656
2068,8.458
2069,8.859
2070,7.124
2071,8.78
2072,8.548
2073,7.355
2074,7.404
2075,7.444
2076,8.579
2077,9.516
2078,7.03
2079,6.936
2080,7.936
2081,7.57
2082,6.908
2083,6.947
2084,7.944
2085,8.44
2086,8.625
2087,7.467
2088,6.957
2089,8.378
2090,6.908
2091,8.438
2092,6.547
2093,8.548
2094,7.663
2095,8.59
2096,8.49
2097,7.355
2098,7.836
2099,8.828
2100,7.757
2101,7.104
2102,6.999
2103,7.936
2104,8.576
2105,9.115
2106,8.797
2107,8.324
2108,6.808
2109,8.455
2110,7.054
2111,6.615
2112,7.672
2113,8.228
2114,6.957
2115,9.732
2116,8.419
2117,9.108
2118,9.368
2119,8.475
2120,6.544
2121,8.581
2122,8.27
2123,7.774
2124,6.711
2125,8.364
2126,8.415
2127,8.382
2128,8.504
2129,9.115
2130,7.253
2131,8.391
2132,6.572
2133,8.419
2134,6.547
2135,8.694
2136,9.222
2137,6.793
2138,8.382
2139,8.71
2140,8.724
